REVIEW_PANEL|MEDICALSPECIALTY|PRODUCTCODE|DEVICENAME|DEVICECLASS|UNCLASSIFIED_REASON|GMPEXEMPTFLAG|THIRDPARTYFLAG|REVIEWCODE|REGULATIONNUMBER|SUBMISSION_TYPE_ID|DEFINITION|PHYSICALSTATE|TECHNICALMETHOD|TARGETAREA|Implant_Flag|Life_Sustain_support_flag
EN|EN|LRE|Instrument, Prosthesis Modification For Ossicular Replacement Surgery, Sterile|1||N|N||874.3540|4|||||N|N
EN|EN|LWF|Dilator, Nasal|1||N|N||874.3900|4|||||N|N
EN|EN|LXB|Hearing Aid, Bone Conduction|2||N|P||874.3300|1|||||N|N
EN|EN|LXR|Laser, Microsurgical Argon, For Use In Otology|2||N|Y||874.4490|1|||||N|N
EN|EN|LYA|Splint, Intranasal Septal|1||N|N||874.4780|4|||||N|N
EN|EN|LYN|Apparatus, Visual Reinforcement Audiometric|2||N|N||874.1050|4|||||N|N
EN|EN|LZI|Device, Assistive Listening|2||N|N||874.3320|4|||||N|N
EN|EN|MAH|Hearing Aid, Bone Conduction, Implanted|2||N|N||874.3300|1|||||Y|N
EN|EN|MCK|Device, Voice Amplification|2||N|P||874.3730|1|||||N|N
EN|EN|MIX|System, Vocal Cord Medialization|2||N|N||874.3620|1|||||Y|N
EN|EN|MMO|Tray, Surgical, Ent|1||N|N||874.4420|4|||||N|N
EN|EN|MQW|Transilluminator, Fiber Optic|1||N|N||874.4350|4|||||N|N
EN|EN|MXP|Bone Particle Collector|1||N|N||874.4800|4|||||N|N
EN|EN|NAS|Tympanometer|2||N|P||874.1090|1|||||N|N
EN|EN|NHB|Polymer, Ear, Nose And Throat, Synthetic, Absorbable|2||N|N||874.3620|1|Ear, nose, and throat absorbable synthetic polymer material is a device material that is intended to be implanted for use as a space-occupying substance in the reconstructive surgery of the head and neck. The device is shaped and formed by the surgeon to conform to the patient's needs.  This generic type of device is made of absorbable synthetic polymer materials.||||N|N
EN|EN|NIX|Hearing Aid, Air Conduction, Transcutaneous System|2||N|N||874.3950|1|The transcutaneous air conduction hearing aid system is a wearable sound-amplifying device that is intended to compensate for impaired hearing.  It consists of an air conduction hearing aid attached to a surgically fitted tube system.  The tube creates an air channel through the soft tissue between outer ear canal and the post-auricular region of the pinna (ear).  The air conduction hearing aid attaches to the post-auricular opening of the tube, thereby transmiting amplified sound to the ear canal without occluding the canal.||||Y|N
EN|EN|NLB|Trocar, Tracheal, Laryngeal, Sinus, Reprocessed|1||N|N||874.4420|1|Same as KBG, KAB, and KCI but need one code for reprocessing||||N|N
EN|EN|NLE|Forceps, Biopsy, Bronchoscope (Non-Rigid), Reprocessed|2||N|N||874.4680|1|Same as BWH except it is reprocessed||||N|N
EN|EN|NLY|Microdebrider, Ent, High Speed, Single Use, Reprocessed|1||N|N||874.4140|1|ENT microdebrider is an accessory to an ENT drill system.  It is intended to remove soft and hard tissue during ear, nost and throat surgery.  These devices operate at high speed for precise tissue resection. (this is for reprocessed sing use ENT microdebrider.)||||N|N
EN|EN|NLZ|Bur, Ent, Diamond Coated, Single Use, Reprocessed|1||N|N||874.4140|1|ENT diamond bur is an accessory to an ENT drill system.  It is intended to remove soft and hard tissue during ear, nose and throat surgery. These devices operate at high speed for precise tissue resection.||||N|N
EN|EN|NNJ|Gustometer, Non-Sterile|1||Y|N||874.1500|4|||||N|N
EN|EN|NNN|Crimper, Wire, Ent, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JXT.||||N|N
EN|EN|NNO|Jig, Piston Cutting, Ent, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JXY.||||N|N
EN|EN|NNP|Die, Wire Bending, Ent, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JXW.||||N|N
EN|EN|NNQ|Forceps, Wire Closure, Ent, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JXX.||||N|N
EN|EN|NNR|Block, Cutting, Ent, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JXS.||||N|N
EN|EN|NNS|Instrument, Prosthesis Modification For Ossicular Replacement Surgery, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code LRE.||||N|N
EN|EN|NNT|Punch,Gelfoam, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JXZ||||N|N
EN|EN|NNU|Scissors, Wire Cutting, Ent, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JYA.||||N|N
EN|EN|NNV|Vise, Ossicular Finger, Non-Sterile|1||Y|N||874.3540|4|Prosthesis modification instrument for ossicular replacement surgery; see product code JYB.||||N|N
EN|EN|NRK|Kit, Test, Olfactory|2||N|N||874.1600|4|The home test for loss of the sense of smell is packaged in a small carton which contains (1) an instruction book, (2) a booklet containing twelve micorencapsulated smell strips, each on a separate page, with instructions for scoring the test and an answer key, and (3) a physician information card.  The device is intended for screening neurological disorder.||||N|N
EN|EN|OGR|Ear, Nose, And Throat Surgical Tray|1||N|N||874.4420|7|This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|N|N
EN|EN|OGS|Myringotomy Procedure Kit|2||N|N||874.3880|7|This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|N|N
EN|EN|OGU|Pierced Ear/Entry Cleaning Tray|1||N|N||874.4420|7|Contents typically includes:  Ear piercing instrument, alcohol prep pads (pro code: LKB - unclassified), ear piercing studs.  This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|Contents typically includes:  Ear piercing instrument, alcohol prep pads (pro code: LKB - unclassified), ear piercing studs.  This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|Contents typically includes:  Ear piercing instrument, alcohol prep pads (pro code: LKB - unclassified), ear piercing studs.  This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|Contents typically includes:  Ear piercing instrument, alcohol prep pads (pro code: LKB - unclassified), ear piercing studs.  This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|N|N
EN|EN|OSM|Hearing Aid, Air Conduction With Wireless Technology|2||N|N||874.3305|4|Wireless hearing aids are intended as acoustic amplification devices for hearing impaired users.|The device is worn behind-the-ear or in-the-canal with audio output into the ear supported by an ear canal mold.|A wireless air-conduction hearing aid is a wearable sound-amplifying device, intended to compensate for impaired hearing, that incorporates wireless technology in its programming or use.|The outer ear and the ear canal.|N|N
EN|EN|PKA|External Upper Esophageal Sphincter (Ues) Compression Device|2||N|N||874.5900|1|The external UES compression device is intended to reduce the symptoms of laryngopharyngeal reflux (LPR) disease by reducing the regurgitation of stomach contents from passing through the upper esophageal sphincter.|The external UES compression device consists of an externally worn band. The band typically consists of a cushion, a comfort band, a frame, comfort dial and clasp.|The external UES compression device is worn by the patient and is designed to provide a set pressure on the cricoid cartilage, which increases the luminal pressure within the upper esophageal sphincter (UES).|An upper esophageal sphincter (UES) compression device, which applies external pressure on the cricoid cartilage right below the Adam's apple.|N|N
EN|EN|PLK|Tympanic Membrane Direct Contact Hearing Aid|2||N|N||874.3315|1|A tympanic membrane contact hearing aid is intended to compensate for impaired hearing by transmitting amplified sound by vibrating the tympanic membrane through a transducer that is in direct contact with the tympanic membrane.|A tympanic membrane contact hearing aid consists of an externally worn audio processor, and a custom fitted tympanic membrane receiver/transducer.|A tympanic membrane contact hearing aid is a device worn by the patient that uses an external audio processor to transmit amplified sound by vibrating the tympanic membrane through a transducer that is in direct contact with the tympanic membrane|A tympanic membrane contact hearing aid provides direct, mechanical vibration of the lateral side of the tympanic membrane.|Y|N
EN|EN|PNZ|Eustachian Tube Balloon Dilation Device|2||N|N||874.4180|1|The device is intended for use in dilating the cartilaginous portion of the Eustachian tube for treating persistent Eustachian tube dysfunction.|A Eustachian tube balloon dilation device consists of a catheter with an inflatable, plastic balloon, which is located at the flexible, distal end. The catheter shaft has a dual lumen to enable inflation of the balloon and has a soft, balled tip to prevent advancement into the bony isthmus of the Eustachian tube. The catheter materials are primarily plastic and stainless steel and the balloon is also plastic. The catheter joints are bonded using adhesives.|The balloon catheter is loaded through a guide catheter through the nose to the Eustachian tube. The balloon is manually advanced and inserted into the cartilaginous Eustachian tube and inflated to a desired pressure and specified duration. The balloon is then deflated and removed from the nose.|Eustachian tube|N|N
EN|HO|NUP|Cream, Nasal, Topical, Mechanical Allergen Particle Barrier|2||N|N||880.5045|1|THE DEVICE IS INTENDED TO PROMOTE ALLEVIATION OF MILD ALLERGIC SYMPTOMS TRIGGERED BY THE INHALATION OF VARIOUS ALLERGENS.||||N|N
EN|HO|OGQ|Ear Irrigation Kit|1||N|N||880.6960|7|This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.|N|N
EN|NE|ORR|Neurological Stereotaxic Instrument, Real-Time Intraoperative Mri|2||N|N||882.4560|1|To aid the surgeon in planning and conducting general stereotactic neurosurgery in an MRI suite.|Software:  aquire MR images, trajectory planning, guidance regarding alignment of targeting frame with planned trajectory, confirmation of final tool position (MR compatible tools only).  Hardware:  stereotaxic frame and accessories (e.g. various diameter guide tubes, MRI-visible marking grid to facilitate identifying burr hole location on skull).|Device software receives real-time, intraoperative MR images of the brain target and the trajectory of the targeting frame attached to the patient's skull.  Software and MRIs are used to plan trajectory, guide alignment of frame with planned trajectory, and confirm final position of surgical tool (MR compatible tools only).|skull and brain|N|N
EN|NE|PGW|Ear, Nose, And Throat Stereotaxic Instrument|2||N|N||882.4560|1|Intended as an aid for precisely locating a surgical instrument within anatomical structures in either open or percutaneous procedures for any medical condition in which a reference to a rigid anatomical structure in the field of ENT surgery can be identified relative to a CT- or MR-based model or digitized landmarks of the anatomy.|Navigation computing platform with navigation software, providing interfaces for screen and input devices including a navigation sensor, a navigation instrument and a patient reference localizer.|The device measures the position of the surgical instrument and the position of the patient using a position measurement sensor.|Ear, nose and throat|N|N
EN|SU|OLL|Septal Stapler/Absorbable Staples|2||N|N||878.4750|1|To approximate soft tissues by means of absorbable staples delivered via a pre-loaded stapler delivery system for use during nasal septal surgery, with or without cartilage reinserted.  To connect internal nasal tissues to aid healing during nasal septum reconstruction.|Resorbable polymer (e.g., poly(L-lactide-co-glycolide) with a size of approximately 5 mm X 2.5 mm X 0.5 mm thick.|Resorbable fixation devices are delivered via a pre-loaded manual surgical stapler delivery system.|Nasal septum.|Y|N
EN||EPG|Stimulator, Transdermal|3||N|N|||2|||||N|N
EN||ESI|Polymer, Natural-Absorbable Gelatin Material|3||N|N|||2|||||N|N
EN||EWD|Protector, Hearing (Insert)|U|1|N|N|||4|||||N|N
EN||EWE|Protector, Hearing (Circumaural)|U|1|N|N|||4|||||N|N
EN||LEZ|Aids, Speech Training For The Hearing Impaired (Ac-Powered And Patient-Contact)|U|1|N|N|||4|||||N|N
EN||LFA|Aids, Speech Training For The Hearing Impaired (Battery-Operated Or Non-Patient)|U|1|N|N|||4|||||N|N
EN||LFB|Button, Nasal Septal|U|1|N|N|||1|||||Y|N
EN||LRA|Hearing Aid, Tactile|U|1|N|N|||1|||||N|N
EN||LWI|Ultrasound, Sinus|U|1|N|N|||1|||||N|N
EN||LXV|Apparatus, Vestibular Analysis|U|1|N|N|||1|||||N|N
EN||MCM|Implant, Cochlear|3||N|N|||2|||||Y|N
EN||MHE|Implant, Auditory Brainstem|3||N|N|||2|||||Y|N
EN||MJV|Device, Inflation, Middle Ear|U|1|N|N|||1|||||N|N
EN||MPV|Implant, Hearing, Active, Middle Ear, Partially Implanted|3||N|N|||2|||||Y|N
